mp_id,bulk_modulus_vrh,shear_modulus_vrh
mp-1029726,83.44,58.897
mp-3416,50.993,28.155
mp-21253,17.65,12.637
mp-1180046,12.339,26.828
mp-862610,174.685,62.733
mp-10186,94.62,49.752
mp-979938,31.688,15.305
mp-2598,105.592,60.636
mp-10600,58.829,34.474
mp-3050,170.395,103.015
mp-24834,24.063,10.798
mp-571622,132.244,33.971
mp-1018657,49.307,21.614
mp-21495,238.171,144.123
mp-5478,139.649,38.327
mp-1013588,31.726,22.585
