mp_id,bulk_modulus_vrh,shear_modulus_vrh
mp-1029726,83.44,58.897
mp-3416,50.993,28.155
mp-21253,17.65,12.637
mp-1180046,12.339,26.828
mp-862610,174.685,62.733
mp-10186,94.62,49.752
mp-979938,31.688,15.305
mp-2598,105.592,60.636
mp-10600,58.829,34.474
mp-3050,170.395,103.015
mp-24834,24.063,10.798
mp-571622,132.244,33.971
mp-1018657,49.307,21.614
mp-21495,238.171,144.123
mp-5478,139.649,38.327
mp-1013588,31.726,22.585
mp-961687,118.393,55.653
mp-865717,234.973,118.676
mp-1009894,145.849,37.043
mp-13649,30.729,10.708
mp-865791,253.029,138.001
mp-14006,49.629,21.423
mp-999441,181.79,54.324
mp-2705,247.745,108.174
mp-2455,166.406,119.207
mp-976181,19.495,11.449
mp-973865,93.654,66.056
mp-4573,28.606,16.998
mp-30349,39.481,13.522
mp-384,57.463,37.098
mp-12521,92.315,27.896
mp-11489,36.429,15.968
mp-1105681,156.673,65.355
mp-866154,241.903,121.444
mp-980062,48.824,29.049
mp-9873,52.444,36.396
mp-146,181.232,40.746
mp-999439,183.542,23.16
mp-4559,46.663,21.432
mp-4867,113.819,47.283
mp-7486,56.285,27.769
mp-571044,164.527,93.348
mp-28591,23.476,12.461
mp-1079348,338.097,195.212
mp-976291,24.716,16.29
mp-983584,49.964,10.322
mp-864732,40.172,26.401
mp-752947,53.161,36.796
mp-865185,76.107,45.528
mp-21854,35.396,9.014
mp-865003,214.003,111.931
mp-33618,53.367,21.01
mp-571262,118.844,50.018
mp-567842,136.248,146.834
mp-1014244,177.173,80.045
mp-25433,43.04,30.243
mp-1025238,96.793,62.39
mp-27984,72.722,33.187
mp-1473,337.469,85.018
mp-363,144.24,108.792
mp-68,35.412,19.245
mp-568596,85.394,22.155
mp-998981,102.749,65.989
mp-400,72.11,47.046
mp-12075,128.275,79.786
mp-22568,168.668,52.731
mp-2088,74.275,49.823
mp-1948,48.529,14.165
mp-866375,210.464,127.259
mp-2456335,4.359,1.297
mp-1220351,287.133,219.876
mp-864629,52.345,19.813
mp-1418,199.381,99.899
mp-571461,14.495,7.556
mp-2979,161.837,95.434
mp-10270,208.929,96.179
mp-629015,99.716,70.992
mp-631269,141.531,30.087
mp-3035,142.193,77.717
mp-1001835,70.778,45.849
mp-30587,100.153,31.24
mp-22858,11.664,5.404
mp-1029385,112.952,85.985
mp-29973,39.109,25.771
mp-6779,102.385,40.374
mp-23178,1.108,0.59
mp-13254,51.635,33.459
mp-3471,136.781,65.972
mp-13033,35.367,12.698
mp-1191244,163.313,141.6
mp-864606,163.571,81.723
mp-675283,13.435,2.746
mp-568398,53.944,22.466
mp-10736,12.544,5.365
mp-30533,31.59,13.097
mp-11508,135.442,96.673
mp-23259,25.963,16.321
mp-11775,132.148,69.574
mp-862629,139.016,187.799
mp-13071,80.643,55.047
mp-1552,295.211,151.829
mp-17413,204.618,71.393
mp-999047,153.082,43.594
mp-10102,29.114,14.306
mp-23145,56.124,31.02
mp-796,159.438,11.999
mp-30566,96.827,24.714
mp-631404,181.074,15.702
mp-20632,83.105,43.833
mp-865815,104.932,24.769
mp-20922,44.205,19.481
mp-867350,30.387,20.709
mp-755920,183.115,75.836
mp-867821,207.781,83.607
mp-2493,143.06,76.604
mp-2767,116.187,80.336
mp-2075,294.14,248.7
mp-4187,84.757,60.474
mp-1832,178.329,71.862
mp-972071,203.583,36.67
mp-2611,39.558,22.184
mp-27275,72.847,42.251
mp-1018718,271.821,91.152
mp-990076,246.057,160.992
mp-1008610,172.053,29.649
mp-514,110.274,59.457
mp-2516584,113.32,87.786
mp-23526,16.231,8.709
mp-571384,34.471,16.27
mp-573658,12.943,5.717
mp-20796,196.047,7.245
mp-21468,48.478,11.144
mp-36940,35.297,2.902
mp-861935,116.199,38.677
mp-11488,46.826,15.837
mp-568908,112.073,34.946
mp-5159,83.371,20.021
mp-12748,92.241,65.624
mp-2053,173.865,82.544
mp-560445,120.303,68.24
mp-516,63.1,36.872
mp-1018161,104.241,46.545
mp-9636,11.184,4.926
mp-24011,94.096,91.54
mp-982739,111.695,58.693
mp-46,112.944,48.257
mp-23706,78.381,54.412
mp-981311,29.409,5.404
mp-978993,58.463,21.612
mp-21476,240.287,88.269
mp-570554,160.356,98.512
mp-1002136,64.033,14.169
mp-16497,106.697,52.175
mp-862372,148.186,63.627
mp-31458,144.54,28.092
mp-977187,40.649,16.716
mp-570998,41.942,22.499
mp-865470,46.296,13.564
mp-3448,74.789,43.567
mp-9987,222.653,130.576
mp-7250,220.75,89.264
mp-975990,49.933,13.061
mp-2918,115.21,35.776
mp-20754,47.381,27.191
mp-762,20.713,8.299
mp-27319,151.636,79.245
mp-861912,230.754,101.829
mp-16548,84.573,30.321
mp-555,185.005,89.567
mp-1714,182.055,128.034
mp-606604,43.461,18.167
mp-972088,94.083,40.008
mp-1224184,244.894,237.314
mp-20633,103.849,39.538
mp-10162,58.118,26.178
mp-1009831,312.497,189.096
mp-21281,133.86,65.888
mp-21096,42.158,35.285
mp-8780,288.234,141.769
mp-1020011,83.023,68.471
mp-2775,54.006,19.453
mp-862923,71.516,23.111
mp-2283,128.339,48.526
mp-1029595,41.387,20.467
mp-981548,53.212,14.644
mp-879,50.175,25.245
mp-7954,98.225,37.433
mp-10877,81.186,60.736
mp-861943,179.835,62.621
mp-865805,201.21,81.324
mp-865611,181.297,85.898
mp-4842,84.975,45.424
mp-571053,117.921,82.612
mp-2577,238.125,151.231
mp-20724,34.401,21.217
mp-12724,24.149,8.793
mp-21017,77.789,58.485
mp-9587,306.124,172.722
mp-15316,54.98,27.75
mp-549970,124.748,53.073
mp-10699,205.343,85.576
mp-29463,92.715,65.035
mp-13094,93.804,57.961
mp-884,81.814,25.855
mp-861994,59.723,25.452
mp-865210,45.134,23.143
mp-9200,18.66,11.654
mp-31441,95.635,41.728
mp-28282,16.921,8.008
mp-11435,98.06,61.377
mp-865912,102.513,37.415
mp-22691,11.006,7.042
mp-1016900,190.541,38.385
mp-1519,37.042,23.516
mp-7276,79.572,39.135
mp-861889,89.781,30.851
mp-542090,24.097,28.081
mp-983509,11.971,6.122
mp-19729,55.073,28.196
mp-865531,159.093,83.1
mp-11580,206.197,123.545
mp-8236,61.494,32.265
mp-973957,48.916,16.435
mp-1024957,109.749,55.5
mp-961696,181.264,72.168
mp-1804,253.773,180.178
mp-30790,193.868,33.7
mp-9385,9.541,3.555
mp-1195282,14.375,7.765
mp-31468,69.668,40.787
mp-862601,55.598,13.605
mp-863727,154.975,60.474
mp-569628,53.32,22.156
mp-865592,87.008,30.47
mp-22660,107.674,28.665
mp-13583,121.632,68.945
mp-29364,94.256,64.692
mp-10366,225.621,114.307
mp-20432,141.838,26.348
mp-844,67.434,33.75
mp-1025207,47.988,32.833
mp-866203,42.483,17.216
mp-2621,69.968,16.924
mp-867800,55.602,18.189
mp-10402,25.672,7.213
mp-864971,176.935,80.201
mp-604910,22.494,13.087
mp-864651,221.392,92.928
mp-810,108.123,50.253
mp-8864,202.474,100.91
mp-9958,154.628,105.974
mp-6474,127.395,78.056
mp-1609,275.177,107.47
mp-754084,24.57,10.449
mp-1023208,43.917,26.629
mp-3015,80.4,45.737
mp-42022,28.677,13.975999999999999
mp-865149,178.546,15.527
mp-1016882,192.236,22.11
mp-1068300,56.912,25.387
mp-1078233,3.07,18.317
mp-753315,155.464,99.01
mp-568320,65.708,31.924
mp-20937,319.679,168.003
mp-3618,110.477,75.98
mp-8001,142.701,96.813
mp-2991,35.463,22.715
mp-10247,225.315,98.863
mp-30582,105.976,17.253
mp-568718,106.136,83.347
mp-10274,46.623,21.304
mp-21157,108.787,61.869
mp-865809,210.128,97.116
mp-697179,119.121,24.169
mp-8615,249.352,141.476
mp-8280,45.089,33.213
mp-975050,9.437,0.168
mp-28897,236.227,73.014
mp-971682,142.078,72.85
mp-865669,228.921,85.424
mp-1025360,59.913,26.878
mp-2183,101.246,25.536
mp-30,151.394,49.843
mp-972337,216.082,92.111
mp-980064,52.673,25.653
mp-999259,284.565,160.065
mp-22792,83.667,19.831
mp-629458,373.876,411.93
mp-21449,233.807,118.544
mp-8799,22.388,12.314
mp-13007,88.559,62.104
mp-605663,160.22,52.169
mp-15637,35.559,19.802
mp-18337,214.318,185.759
mp-20311,21.309,13.304
mp-541937,32.329,17.426
mp-548,228.632,57.068
mp-5042,86.156,49.263
mp-4421,126.822,28.246
mp-7889,142.445,51.221
mp-23210,8.66,6.263
mp-774712,53.764,17.871
mp-23160,26.598,15.046
mp-11698,40.128,26.556
mp-30877,26.768,16.996
mp-2316,63.975,34.632
mp-1009820,122.138,84.771
mp-1120,282.393,107.926
mp-11478,65.386,7.734
mp-5350,41.892,29.034
mp-1357,149.168,97.011
mp-570538,23.382,3.498
mp-552992,67.393,34.704
mp-828,209.083,104.05
mp-867762,84.578,20.809
mp-7573,335.374,208.11
mp-11553,62.299,7.605
mp-3759,167.305,81.692
mp-1018024,205.404,88.054
mp-3795,68.824,30.263
mp-760376,52.449,24.293
mp-16751,71.734,46.03
mp-867149,29.052,22.989
mp-18712,76.484,25.948
mp-38725,19.433,11.009
mp-862759,55.055,26.176
mp-977428,68.224,42.706
mp-862912,80.514,6.17
mp-13156,114.117,45.823
mp-3709,131.45,70.892
mp-866191,42.316,33.395
mp-1143,231.003,128.563
mp-1190697,128.842,64.99
mp-973343,30.915,18.917
mp-7904,55.424,28.159
mp-23237,54.467,31.812
mp-1029702,161.671,77.978
mp-866003,3.096,1.721
mp-1025176,90.233,32.425
mp-865919,80.359,21.024
mp-5132,133.65,60.18
mp-676,46.695,23.676
mp-16250,127.616,51.748
mp-1606,176.852,63.241
mp-2696,63.271,36.044
mp-1014229,112.106,50.566
mp-27207,21.759,10.672
mp-17783,57.457,34.638
mp-4406,64.243,31.298
mp-31368,17.963,7.959
mp-989568,31.063,12.854
mp-551900,60.739,28.69
mp-1405,80.709,53.889
mp-22609,52.436,35.029
mp-2760,235.464,160.992
mp-863709,324.498,203.512
mp-982009,54.037,19.655
mp-862565,37.721,20.383
mp-866164,61.585,26.818
mp-961723,42.619,8.295
mp-13085,171.446,74.447
mp-1008631,143.581,40.65
mp-571271,169.621,75.074
mp-756063,62.925,17.347
mp-3136,176.561,100.088
mp-29208,34.698,22.208
mp-567538,66.135,29.254
mp-8868,1.319,2.319
mp-11690,185.303,131.667
mp-11243,85.251,16.141
mp-1563,53.572,38.383
mp-1013714,19.616,10.293
mp-28895,87.709,34.758
mp-2408760,93.317,19.434
mp-4574,57.297,36.824
mp-1025385,200.192,52.542
mp-22950,15.269,6.799
mp-112,41.717,27.122
mp-7876,43.231,32.923
mp-11233,108.913,70.301
mp-1022725,46.107,15.269
mp-5302,183.909,95.771
mp-675626,61.042,22.196
mp-999558,198.379,89.79
mp-983497,93.69,38.201
mp-982885,40.526,3.548
mp-865098,55.109,16.143
mp-1868,146.997,82.483
mp-862666,141.67,47.905
mp-865896,51.003,21.554
mp-1018728,77.657,40.426
mp-570219,5.717,3.834
mp-30360,74.075,18.548000000000002
mp-20627,66.775,50.449
mp-1009822,130.966,99.677
mp-1720,157.736,22.054
mp-9687,21.569,9.22
mp-862732,64.957,15.758
mp-30498,56.173,21.64
mp-22810,53.011,23.306
mp-2474,65.962,20.315
mp-628,110.323,23.228
mp-754322,104.977,56.612
mp-1459,337.979,235.294
mp-8994,21.645,9.05
mp-28835,16.739,10.994
mp-22319,243.159,182.299
mp-3671,101.993,59.156
mp-675880,45.399,19.187
mp-1418444,134.977,38.01
mp-8298,50.236,33.556
mp-7916,134.279,93.63
mp-7007,9.602,6.251
mp-623024,16.341,14.26
mp-10142,294.112,209.478
mp-1025565,71.744,29.665
mp-754752,186.14,61.596
mp-8435,19.314,11.412
mp-981375,55.161,32.213
mp-570749,39.227,13.664
mp-6333,98.189,51.456
mp-8936,5.698,5.736
mp-1120447,67.85,28.045
mp-4904,130.298,79.764
mp-1019054,348.768,194.625
mp-1008278,240.418,82.757
mp-570379,19.84,9.195
mp-864745,41.055,16.564
mp-998947,247.859,100.073
mp-12580,35.899,23.104
mp-2444,179.773,58.842
mp-16735,169.302,60.198
mp-1021423,48.731,21.953
mp-1901,32.685,8.992
mp-12055,45.263,26.186
mp-985282,83.095,17.741
mp-2455462,5.5120000000000005,0.512
mp-755287,109.381,63.525
mp-31038,5.622,5.1370000000000005
mp-10009,11.919,8.821
mp-1025154,42.627,11.277
mp-7131,58.128,35.887
mp-37657,95.423,52.632
mp-685148,137.137,54.669
mp-637255,87.487,48.891
mp-1008702,67.275,0.8130000000000001
mp-31326,6.144,347.437
mp-571041,204.223,50.0
mp-14827,81.654,63.726
mp-1425,198.812,72.775
mp-13982,68.712,27.986
mp-890,183.307,78.105
mp-937760,118.816,91.861
mp-8253,56.295,37.483
mp-20895,83.6,19.027
mp-971752,108.873,71.217
mp-858,83.144,60.864
mp-8093,14.827,9.934
mp-2768,24.595,14.75
mp-19906,128.163,59.224
mp-1216493,293.232,229.65
mp-147,4.152,4.031
mp-1022804,31.352,16.441
mp-23803,132.704,86.963
mp-11456,230.018,105.973
mp-867346,72.453,16.677
mp-1029422,138.984,52.641
mp-1002117,335.61,116.329
mp-29862,5.015,1.482
mp-22220,146.049,71.956
mp-21000,115.114,63.746
mp-4691,47.972,14.143
mp-1221519,353.135,222.816
mp-1217958,245.291,179.007
mp-643,188.295,91.197
mp-4488,84.292,42.202
mp-12605,222.923,120.031
mp-8279,50.707,32.604
mp-30206,12.446,5.747
mp-1025173,104.193,65.901
mp-37091,23.229,14.651
mp-30725,62.527,27.952
mp-30068,5.029,3.178
mp-5475,136.044,88.887
mp-9479,18.423,10.156
mp-644607,4.674,2.184
mp-978264,151.681,34.379
mp-569662,19.078,10.885
mp-2192,259.986,51.85
mp-27579,45.175,24.379
mp-979074,158.954,14.701
mp-570771,39.487,29.927
mp-865678,195.509,76.292
mp-10675,162.649,40.864
mp-861,140.732,19.409
mp-865155,155.745,85.611
mp-11520,88.707,55.328
mp-981384,258.846,85.493
mp-23261,17.477,14.793
mp-28024,126.394,50.1
mp-30878,52.636,14.522
mp-867123,267.946,94.516
mp-603347,145.461,61.591
mp-1913,177.756,75.459
mp-10744,161.294,15.067
mp-1017511,284.19,37.134
mp-1013719,19.129,9.944
mp-570008,43.271,36.36
mp-507,202.978,59.025
mp-2698,84.831,20.657
mp-2057,167.701,152.964
mp-9503,36.445,14.922
mp-29584,16.006,8.037
mp-5967,141.018,74.37
mp-867313,103.456,37.47
mp-22465,114.714,75.75
